Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-hl7.fhir.cl.clips.json	29178	-	0	0	0	0	0	0	4	14711	0	0	0	0	0	0	0	1	0	0	445	231	0	0	0	15	0	4
fsh-generated/resources/AllergyIntolerance-Alergia-CL-Ejemplo.json	1495	5	1	0	0	0	0	0	0	10986	0	0	0	0	0	0	0	0	0	0	74	88	0	0	0	0	0	0
fsh-generated/resources/Bundle-Bundle-CL-Ejemplo.json	16357	22	0	0	0	0	94	0	1	14024	0	0	0	0	0	0	0	0	0	0	202	116	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-cl-ips-server.json	12164	4	0	0	0	0	0	0	1	59	0	0	0	0	0	0	0	1	0	0	451	136	0	0	0	7	0	0
fsh-generated/resources/Composition-Composition-CL-Ejemplo.json	3289	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	51	73	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-CL-Ejemplo.json	1228	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	63	83	0	0	0	0	0	0
fsh-generated/resources/Device-Dispositivo-CL-Ejemplo.json	495	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	49	68	0	0	0	0	0	0
fsh-generated/resources/Device-DispositivoEjecutanteObservador-CL-Ejemplo.json	704	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	53	65	0	0	1	0	0	0
fsh-generated/resources/DeviceUseStatement-DeclaracionUsoDispositivo-CL-Ejemplo.json	688	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	54	58	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReportAlergia-CL-Ejemplo.json	1076	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	43	52	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReportLab-CL-Ejemplo.json	1065	4	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	41	44	0	0	0	0	0	1
fsh-generated/resources/Flag-FlagAlertEjemplo.json	1150	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	55	76	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-EstudioImagenologiaCLEjemplo.json	1734	14	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	49	95	0	0	0	0	0	0
fsh-generated/resources/Immunization-Inmunizacion-CL-Ejemplo.json	2535	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	63	51	0	0	0	0	0	0
fsh-generated/resources/Medication-MedicamentoCLEjemplo.json	1847	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	59	60	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-MedicationRequest-CL-Ejemplo.json	1258	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	45	70	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationStatement-CL-Ejemplo.json	1178	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	53	46	0	0	0	0	0	0
fsh-generated/resources/Observation-LabPatologia-CL-Ejemplo.json	1158	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	46	66	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionConsumoAlcoholEjemplo.json	793	1	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	53	42	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionConsumoTabacoEjemplo.json	881	13	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	45	44	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionEstadoEmbarazoEjemplo.json	944	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	46	42	0	0	1	0	0	0
fsh-generated/resources/Observation-ObservacionFechaEstimadaPartoEjemplo.json	702	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	57	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionResultadoEmbarazoEjemplo.json	712	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	60	0	0	0	0	0	0
fsh-generated/resources/Observation-ResultadoRadiologyCLEjemplo.json	1382	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	57	47	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-IpsClSummary.json	3347	1	5	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	78	66	0	0	0	0	0	0
fsh-generated/resources/Organization-Organization-CL-Ejemplo.json	2143	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	56	62	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationHospital-CL-Ejemplo.json	2171	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	58	58	0	0	0	0	0	0
fsh-generated/resources/Parameters-Parametros-CL-Ejemplo.json	512	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	60	0	0	0	0	0	0
fsh-generated/resources/Patient-PacienteClIpsEjemplo.json	3015	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65	57	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PrestadorMedFamiliarClIpsEjemplo.json	954	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	44	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PrestadorMedInternaClIpsEjemplo.json	1106	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	57	41	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-RolProfesionalCLEjemplo.json	641	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	78	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-RolProfesionalMedInternaCLEjemplo.json	656	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	49	0	0	0	0	0	0
fsh-generated/resources/Procedure-ProcedimientoCLEjemplo.json	1091	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62	50	0	0	0	0	0	0
fsh-generated/resources/Specimen-SpecimenCLEjemplo.json	2152	4	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	71	63	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AllergiaInt-cl-ips.json	6461	4	0	0	1	0	0	103	1	90	0	0	1	0	0	0	0	2	0	0	863	3143	0	0	0	8	0	2
fsh-generated/resources/StructureDefinition-Bundle-documento-ips-cl.json	20172	4	0	0	0	0	0	1685	0	159	0	0	2	0	0	0	0	12	0	0	11675	14294	0	1	0	124	1	7
fsh-generated/resources/StructureDefinition-Composition-cl-ips.json	49813	17	0	0	0	0	0	91	0	213	0	0	2	0	0	0	0	4	0	0	6712	3331	0	0	0	63	0	3
fsh-generated/resources/StructureDefinition-Condition-cl-ips.json	6328	5	0	0	0	0	0	21	0	53	0	0	0	0	0	0	0	1	0	0	955	816	0	0	0	19	0	2
fsh-generated/resources/StructureDefinition-Declaracion-uso-dispositivo-cl-ips.json	3740	3	0	0	0	0	0	18	0	31	0	0	0	0	0	0	0	0	0	0	596	714	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-DiagnosticReport-cl-ips.json	7562	3	1	0	0	0	0	20	0	30	0	0	0	0	0	0	0	1	0	0	863	880	0	0	0	6	0	2
fsh-generated/resources/StructureDefinition-Dispositivo-cl-ips.json	2771	2	0	0	0	0	0	18	0	29	0	0	0	0	0	0	0	16	0	0	888	960	0	0	0	4	0	4
fsh-generated/resources/StructureDefinition-Dispositivo-observador-cl-ips.json	2012	2	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	5	0	0	838	683	0	0	0	4	1	3
fsh-generated/resources/StructureDefinition-Flag-alerta-cl-ips.json	3251	2	0	0	0	0	0	23	0	10	0	0	0	0	0	0	0	1	0	0	376	428	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ImagingStudy-cl-ips.json	4311	2	0	0	0	0	0	32	1	32	0	0	0	0	0	0	0	2	0	0	1032	847	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-Inmunizacion-cl-ips.json	6901	3	0	0	0	0	0	37	1	22	0	0	1	0	0	0	0	3	0	0	1333	1258	0	0	1	22	0	2
fsh-generated/resources/StructureDefinition-Medicamento-cl-ips.json	4963	3	0	0	0	0	0	57	0	342	0	0	0	0	0	0	0	2	0	0	1004	1022	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-MedicationRequest-cl-ips.json	5502	1	0	0	0	0	0	17	0	60	0	0	0	0	0	0	0	2	0	0	1408	1075	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-Observation-embarazo-fecha-estimada-de-parto-cl-ips.json	4928	2	0	0	0	0	0	11	0	34	0	0	0	0	0	0	0	1	0	0	1149	892	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-Observation-estado-del-embarazo-cl-ips.json	5536	3	1	0	0	0	0	30	1	34	0	0	0	0	0	0	0	2	0	0	1258	915	0	0	0	19	0	1
fsh-generated/resources/StructureDefinition-Observation-resultado-del-embarazo-cl-ips.json	4661	4	1	0	0	0	0	28	1	34	0	0	0	0	0	0	0	1	0	0	1029	901	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-Observation-resultado-laboratorio-patologico-cl-ips.json	9837	3	1	0	0	0	0	28	1	65	0	0	0	0	0	0	0	1	0	0	1279	993	0	0	0	7	1	0
fsh-generated/resources/StructureDefinition-Observation-resultado-radiology-cl-ips.json	15561	2	1	0	0	0	0	35	1	70	0	0	1	0	0	0	0	2	0	0	2401	1504	0	1	0	28	1	2
fsh-generated/resources/StructureDefinition-Observation-uso-de-alcohol-cl-ips.json	4167	14	2	0	0	0	0	27	0	13	0	0	0	0	0	0	0	4	0	0	1030	980	0	0	0	7	2	1
fsh-generated/resources/StructureDefinition-Observation-uso-de-tabaco-cl-ips.json	4433	5	0	0	0	0	0	29	1	32	0	0	0	0	0	0	0	6	0	0	1090	933	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-Organizacion-cl-ips.json	1358	2	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	3	0	0	635	788	0	0	0	15	1	0
fsh-generated/resources/StructureDefinition-Paciente-cl-ips.json	2972	2	2	0	0	0	0	33	0	70	0	0	1	0	0	0	0	3	0	0	1755	1373	0	0	0	16	2	1
fsh-generated/resources/StructureDefinition-Parametros-entradas-ips-cl.json	3298	2	1	0	0	0	0	30	0	26	0	0	0	0	0	0	0	1	0	0	553	482	0	0	0	2	0	0
