Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-hl7.fhir.cl.clips.json	28792	-	0	0	0	0	0	0	17	130	0	0	0	0	0	0	0	1	0	0	390	213	0	0	0	20	0	1
fsh-generated/resources/AllergyIntolerance-Alergia-CL-Ejemplo.json	1495	4	1	0	0	0	0	0	0	1278	0	0	0	0	0	0	0	0	0	0	42	86	0	0	0	0	0	0
fsh-generated/resources/Bundle-Bundle-CL-Ejemplo.json	16357	7	0	0	0	0	75	0	2	515	0	0	0	0	0	0	0	0	0	0	166	137	0	0	0	0	0	0
fsh-generated/resources/Composition-Composition-CL-Ejemplo.json	3289	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	62	75	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-CL-Ejemplo.json	1228	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	46	0	0	0	0	0	0
fsh-generated/resources/Device-Dispositivo-CL-Ejemplo.json	495	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	63	0	0	0	0	0	0
fsh-generated/resources/Device-DispositivoEjecutanteObservador-CL-Ejemplo.json	704	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	41	0	0	1	0	0	0
fsh-generated/resources/DeviceUseStatement-DeclaracionUsoDispositivo-CL-Ejemplo.json	688	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	36	50	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReportAlergia-CL-Ejemplo.json	1076	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	51	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReportLab-CL-Ejemplo.json	1065	3	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	37	43	0	0	0	0	0	0
fsh-generated/resources/Flag-FlagAlertEjemplo.json	1150	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	55	43	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-EstudioImagenologiaCLEjemplo.json	1734	3	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	38	46	0	0	0	0	0	0
fsh-generated/resources/Immunization-Inmunizacion-CL-Ejemplo.json	2535	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	42	43	0	0	0	0	0	0
fsh-generated/resources/Medication-MedicamentoCLEjemplo.json	1847	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	38	51	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-MedicationRequest-CL-Ejemplo.json	1258	9	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	35	50	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationStatement-CL-Ejemplo.json	1178	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	48	0	0	0	0	0	0
fsh-generated/resources/Observation-LabPatologia-CL-Ejemplo.json	1158	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	58	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionConsumoAlcoholEjemplo.json	793	2	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	39	41	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionConsumoTabacoEjemplo.json	881	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	58	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionEstadoEmbarazoEjemplo.json	944	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	48	45	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionFechaEstimadaPartoEjemplo.json	702	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	35	40	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacionResultadoEmbarazoEjemplo.json	772	2	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	18	62	0	0	0	0	0	0
fsh-generated/resources/Observation-ResultadoRadiologyCLEjemplo.json	1382	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	44	49	0	0	0	0	0	0
fsh-generated/resources/OperationDefinition-IpsClSummary.json	3330	2	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	102	68	0	0	0	2	0	0
fsh-generated/resources/Organization-Organization-CL-Ejemplo.json	2143	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	39	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationHospital-CL-Ejemplo.json	2171	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	47	19	0	0	0	0	0	0
fsh-generated/resources/Parameters-Parametros-CL-Ejemplo.json	512	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	55	0	0	0	0	0	0
fsh-generated/resources/Patient-PacienteClIpsEjemplo.json	3015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	38	0	0	0	0	0	0
